row,ruleCode,category,reason,condition1,condition2
1780,SZ医保-1780-3e2e143069,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.0 绝经后骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1781,SZ医保-1781-203fe46382,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.1 卵巢切除术后骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1782,SZ医保-1782-561890213b,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.2 失用性骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1783,SZ医保-1783-2575fd3564,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.3 手术后吸收不良性骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1784,SZ医保-1784-80d914deb0,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.4 药物性骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1785,SZ医保-1785-3d6d259d01,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.5 特发性骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1786,SZ医保-1786-0fa7ceae78,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.6 局限性骨质疏松[勒凯纳],"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1787,SZ医保-1787-9022bc10d1,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.8 其他的骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1788,SZ医保-1788-ec0170b6cb,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 M81.900 骨质疏松,"全部疾病编码 M84.4 病理性骨折,不可归类在他处者"
1789,SZ医保-1789-4345028c1e,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N20 肾和输尿管结石,全部疾病编码 N13.3 其他和未特指的肾盂积水
1790,SZ医保-1790-2599c95f04,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N20.0 肾结石,全部疾病编码 N20.1 输尿管结石
1791,SZ医保-1791-7cebd6391b,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N20.1 输尿管结石,全部疾病编码 N20.0 肾结石
1792,SZ医保-1792-bd1731136a,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O12.0 妊娠水肿,全部疾病编码 O12.1 妊娠蛋白尿
1793,SZ医保-1793-b29a785074,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O34.200x002 剖宫产史的妊娠,"全部疾病编码 O80,O84.0 单胎顺产,多胎分娩均为顺产"
1794,SZ医保-1794-ddbe9eb8c7,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O45.8 其他的胎盘早期剥离,全部疾病编码 D68.8 其他特指的凝血缺陷
1795,SZ医保-1795-3761f2ceb7,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O45.9 未特指的胎盘早期剥离,全部疾病编码 D68.9 未特指的凝血缺陷
1796,SZ医保-1796-f5b1d03893,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O46.9 未特指的产前出血,全部疾病编码 D68.8 其他特指的凝血缺陷
1797,SZ医保-1797-adca24ac3c,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O67.8 其他的产时出血,全部疾病编码 D68.8 其他特指的凝血缺陷
1798,SZ医保-1798-1d820c7c9e,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O67.9 未特指的产时出血,全部疾病编码 D68.9 未特指的凝血缺陷
1799,SZ医保-1799-6f710c9570,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O70 分娩时会阴裂伤,全部疾病编码 O71.4 产科高位阴道裂伤
1800,SZ医保-1800-720da3e8bb,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q05.5 颈段脊柱裂不伴有脑积水,全部疾病编码 Q03 先天性脑积水
1801,SZ医保-1801-47960d4ab3,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q05.6 胸段脊柱裂不伴有脑积水,全部疾病编码 Q03 先天性脑积水
1802,SZ医保-1802-9f4f76d27f,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q05.7 腰段脊柱裂不伴有脑积水,全部疾病编码 Q03 先天性脑积水
1803,SZ医保-1803-cef25ea8ca,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q05.8 骶段脊柱裂不伴有脑积水,全部疾病编码 Q03 先天性脑积水
1804,SZ医保-1804-c5d2bbc3b2,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q05.9 未特指的脊柱裂,全部疾病编码 Q03 先天性脑积水
1805,SZ医保-1805-f3d8e1eecd,疾病合并编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q35 腭裂,全部疾病编码 Q36 唇裂
1806,SZ医保-1806-7d9568d65d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.808+I32.0* 结核性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1807,SZ医保-1807-64e922ad1e,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A18.809+I32.0* 结核性心包积液,全部疾病编码 I31.3 心包积液(非炎性)
1808,SZ医保-1808-2154ef69c6,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A39.501+I32.0* 脑膜炎球菌性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1809,SZ医保-1809-c455592b7c,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A52.008+I32.0* 梅毒性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1810,SZ医保-1810-7c4739eeae,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 A54.805+I32.0* 淋球菌性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1811,SZ医保-1811-fb0050d561,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 B15.0 甲型肝炎,伴有肝昏迷","全部疾病编码 B15.9 甲型肝炎,不伴有肝昏迷"
1812,SZ医保-1812-4727b22a60,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 B16.0 急性乙型肝炎,伴有δ因子(共同感染),并伴有肝昏迷","全部疾病编码 B16.1 急性乙型肝炎,伴有δ因子(共同感染),但不伴有肝昏迷"
1813,SZ医保-1813-8efb7e6152,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 B16.0 急性乙型肝炎,伴有δ因子(共同感染),并伴有肝昏迷",全部疾病编码 K72.900x003+G94.3* 肝性脑病
1814,SZ医保-1814-292ab719ab,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 B16.2 急性乙型肝炎,不伴有δ因子(共同感染),但伴有肝昏迷","全部疾病编码 B16.9 急性乙型肝炎,不伴有δ因子(共同感染),也不伴有肝昏迷"
1815,SZ医保-1815-b81d1fd22a,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 B16.2 急性乙型肝炎,不伴有δ因子(共同感染),但伴有肝昏迷",全部疾病编码 K72.900x003+G94.3* 肝性脑病
1816,SZ医保-1816-11ed8409be,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 B19.0 未特指的病毒性肝炎,伴有肝昏迷","全部疾病编码 B19.9 未特指的病毒性肝炎,不伴有肝昏迷"
1817,SZ医保-1817-4e05371f37,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 B19.0 未特指的病毒性肝炎,伴有肝昏迷",全部疾病编码 K72.900x003+G94.3* 肝性脑病
1818,SZ医保-1818-fe5044b763,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 B49.x15 真菌性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1819,SZ医保-1819-5ea36427ff,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 B51.0 间日疟原虫疟疾伴有脾破裂,全部疾病编码 B51.9 间日疟原虫疟疾不伴有并发症
1820,SZ医保-1820-9e9e5c92c0,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 B51.0 间日疟原虫疟疾伴有脾破裂,全部疾病编码 D73.501 非创伤性脾破裂
1821,SZ医保-1821-e125053a4e,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E03.1 先天性甲状腺功能减退症不伴有甲状腺肿,全部疾病编码 E04.0 非毒性弥漫性甲状腺肿
1822,SZ医保-1822-f2659b073d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E04 其他非毒性甲状腺肿,全部疾病编码 E05 甲状腺毒症[甲状腺功能亢进症]
1823,SZ医保-1823-d7bf1265bf,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.0 1型糖尿病伴有昏迷,全部疾病编码 E10.900 1型糖尿病
1824,SZ医保-1824-d222bcb0e2,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.1 1型糖尿病伴有酮症酸中毒,全部疾病编码 E10.900 1型糖尿病
1825,SZ医保-1825-f63446ec9d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.2 1型糖尿病伴有肾的并发症,全部疾病编码 E10.900 1型糖尿病
1826,SZ医保-1826-b3f6252e34,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.3 1型糖尿病伴有眼的并发症,全部疾病编码 E10.900 1型糖尿病
1827,SZ医保-1827-9c2bc4d792,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.4 1型糖尿病伴有神经的并发症,全部疾病编码 E10.900 1型糖尿病
1828,SZ医保-1828-3e35861d0c,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.5 1型糖尿病伴有周围循环并发症,全部疾病编码 E10.900 1型糖尿病
1829,SZ医保-1829-d59e0a5506,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.6 1型糖尿病伴有其他特指的并发症,全部疾病编码 E10.900 1型糖尿病
1830,SZ医保-1830-7c7d227a6d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.7 1型糖尿病伴有多个并发症,全部疾病编码 E10.900 1型糖尿病
1831,SZ医保-1831-d817fabd0f,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E10.8 1型糖尿病伴有未特指的并发症,全部疾病编码 E10.900 1型糖尿病
1832,SZ医保-1832-0496c7435f,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.0 2型糖尿病伴有昏迷,全部疾病编码 E11.900 2型糖尿病
1833,SZ医保-1833-c7d1e6da31,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.1 2型糖尿病伴有酮症酸中毒,全部疾病编码 E11.900 2型糖尿病
1834,SZ医保-1834-66a495a60e,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.2 2型糖尿病伴有肾的并发症,全部疾病编码 E11.900 2型糖尿病
1835,SZ医保-1835-b6d2afff4b,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.3 2型糖尿病伴有眼的并发症,全部疾病编码 E11.900 2型糖尿病
1836,SZ医保-1836-f9f0e382b5,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.4 2型糖尿病伴有神经的并发症,全部疾病编码 E11.900 2型糖尿病
1837,SZ医保-1837-69a62cfdb7,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.5 2型糖尿病伴有周围循环并发症,全部疾病编码 E11.900 2型糖尿病
1838,SZ医保-1838-d68a73d49d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.6 2型糖尿病伴有其他特指的并发症,全部疾病编码 E11.900 2型糖尿病
1839,SZ医保-1839-686039fcd3,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.7 2型糖尿病伴有多个并发症,全部疾病编码 E11.900 2型糖尿病
1840,SZ医保-1840-c2a7cda8ce,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E11.8 2型糖尿病伴有未特指的并发症,全部疾病编码 E11.900 2型糖尿病
1841,SZ医保-1841-cce418e049,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.0 营养不良相关性糖尿病伴有昏迷,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1842,SZ医保-1842-477d89fe10,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.1 营养不良相关性糖尿病伴有酮症酸中毒,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1843,SZ医保-1843-5b32bf8f09,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.2 营养不良相关性糖尿病伴有肾的并发症,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1844,SZ医保-1844-40bd2fcb7e,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.3 营养不良相关性糖尿病伴有眼的并发症,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1845,SZ医保-1845-8943971133,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.4 营养不良相关性糖尿病伴有神经的并发症,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1846,SZ医保-1846-b7ba158a74,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.5 营养不良相关性糖尿病伴有周围循环并发症,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1847,SZ医保-1847-e575fe79a0,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.6 营养不良相关性糖尿病伴有其他特指的并发症,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1848,SZ医保-1848-b44bd12f09,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.7 营养不良相关性糖尿病伴有多个并发症,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1849,SZ医保-1849-8b37ca9da2,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E12.8 营养不良相关性糖尿病伴有未特指的并发症,全部疾病编码 E12.900 营养不良相关性糖尿病不伴有并发症
1850,SZ医保-1850-8a12706a86,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.0 其他特指的糖尿病伴有昏迷,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1851,SZ医保-1851-2164516b9e,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.1 其他特指的糖尿病伴有酮症酸中毒,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1852,SZ医保-1852-583dc210f4,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.2 其他特指的糖尿病伴有肾的并发症,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1853,SZ医保-1853-afa97537f1,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.3 其他特指的糖尿病伴有眼的并发症,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1854,SZ医保-1854-dce60680de,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.4 其他特指的糖尿病伴有神经的并发症,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1855,SZ医保-1855-5f797976bb,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.5 其他特指的糖尿病伴有周围循环并发症,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1856,SZ医保-1856-84f0c2cb1d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.6 其他特指的糖尿病伴有其他特指的并发症,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1857,SZ医保-1857-528584972e,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.7 其他特指的糖尿病伴有多个并发症,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1858,SZ医保-1858-f297b52dab,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E13.8 其他特指的糖尿病伴有未特指的并发症,"全部疾病编码 E13.900 糖尿病不伴有并发症,其他特指的"
1859,SZ医保-1859-f7b9231de2,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.0 糖尿病伴有昏迷,全部疾病编码 E14.900 糖尿病不伴有并发症
1860,SZ医保-1860-948783ad30,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.1 糖尿病伴有酮症酸中毒,全部疾病编码 E14.900 糖尿病不伴有并发症
1861,SZ医保-1861-a516a5efff,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.2 糖尿病伴有肾的并发症,全部疾病编码 E14.900 糖尿病不伴有并发症
1862,SZ医保-1862-97556a4ccc,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.3 糖尿病伴有眼的并发症,全部疾病编码 E14.900 糖尿病不伴有并发症
1863,SZ医保-1863-fcf12868dd,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.4 糖尿病伴有神经的并发症,全部疾病编码 E14.900 糖尿病不伴有并发症
1864,SZ医保-1864-0cf38166f8,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.5 糖尿病伴有周围循环并发症,全部疾病编码 E14.900 糖尿病不伴有并发症
1865,SZ医保-1865-81557d0e63,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.6 糖尿病伴有其他特指的并发症,全部疾病编码 E14.900 糖尿病不伴有并发症
1866,SZ医保-1866-a58f2fa0e8,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.7 糖尿病伴有多个并发症,全部疾病编码 E14.900 糖尿病不伴有并发症
1867,SZ医保-1867-b5a60e020c,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 E14.8 糖尿病伴有未特指的并发症,全部疾病编码 E14.900 糖尿病不伴有并发症
1868,SZ医保-1868-ba18a8c7ac,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I01.000 急性风湿性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1869,SZ医保-1869-0871df9f1d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I05 风湿性二尖瓣疾病,全部疾病编码 I34 非风湿性二尖瓣疾患
1870,SZ医保-1870-8ef8a5770e,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I06 风湿性主动脉瓣疾病,全部疾病编码 I35 非风湿性主动脉瓣疾患
1871,SZ医保-1871-2b4d58ea85,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I07 风湿性三尖瓣疾病,全部疾病编码 I36 非风湿性三尖瓣疾患
1872,SZ医保-1872-e5d22e2185,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I09.2 慢性风湿性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1873,SZ医保-1873-2b58864532,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I30 急性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1874,SZ医保-1874-26bcfa2695,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I31.0 慢性粘连性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1875,SZ医保-1875-c5ef6f0a81,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I31.1 慢性缩窄性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1876,SZ医保-1876-55e129ddb5,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I31.902 心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1877,SZ医保-1877-a58e8da4f8,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I31.903 非特异性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1878,SZ医保-1878-b28a663574,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I31.904 慢性心包炎,全部疾病编码 I31.3 心包积液(非炎性)
1879,SZ医保-1879-99dacbd6fd,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I44 房室传导阻滞和左束支传导阻滞,全部疾病编码 I49.9 未特指的心律失常
1880,SZ医保-1880-916cc13d5f,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I45 其他传导疾患,全部疾病编码 I49.9 未特指的心律失常
1881,SZ医保-1881-55fe73c539,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I47 阵发性心动过速,全部疾病编码 I49.9 未特指的心律失常
1882,SZ医保-1882-72d1f7bfc9,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I48 心房纤颤和扑动,全部疾病编码 I49.9 未特指的心律失常
1883,SZ医保-1883-c2ef03da87,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I49.0 心室纤颤和扑动,全部疾病编码 I49.9 未特指的心律失常
1884,SZ医保-1884-b9564c66c2,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I49.1 心房过早除极,全部疾病编码 I49.9 未特指的心律失常
1885,SZ医保-1885-67d4d4fe5d,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I49.2 交界性过早除极,全部疾病编码 I49.9 未特指的心律失常
1886,SZ医保-1886-b392305597,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I49.3 心室过早除极,全部疾病编码 I49.9 未特指的心律失常
1887,SZ医保-1887-ea6fb73ea2,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I49.4 其他和未特指的过早除极,全部疾病编码 I49.9 未特指的心律失常
1888,SZ医保-1888-cd22e280ca,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I49.5 病态窦性综合征,全部疾病编码 I49.9 未特指的心律失常
1889,SZ医保-1889-5d583aa0a3,疾病过度编码,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 I49.8 其他特指的心律失常,全部疾病编码 I49.9 未特指的心律失常
